user,user_location_country,user_location_region,user_location_city,destination_distance,search_date,is_mobile,is_package,channel,search_count,checkIn_date,checkOut_date,n_adults,n_children,n_rooms,destination,destination_type,hotel_continent,hotel_country,hotel_market,hotel_category,is_booking
364826,66,348,48862,0.7915,2013-01-08 16:38:01,1,0,9,1,2013-01-11,2013-01-13,2,0,1,45513,4,2,50,675,69,1
1150784,205,385,46963,4093.9296,2013-01-08 16:38:15,0,0,0,1,2013-06-30,2013-07-06,4,0,1,8746,1,6,105,29,9,0
809819,66,174,16634,1526.0088,2013-01-08 16:38:19,0,1,2,4,2013-04-12,2013-04-20,2,2,1,8810,1,4,8,1532,34,0
142202,66,442,45621,850.657,2013-01-08 16:38:28,0,0,9,1,2013-02-28,2013-03-05,2,0,1,11624,6,2,50,666,73,0
200791,66,220,40105,4368.0497,2013-01-08 16:38:31,0,0,9,1,2013-07-03,2013-07-07,2,2,1,8255,1,6,77,20,5,0
527302,66,442,16700,8313.4253,2013-01-08 16:38:33,0,0,9,2,2013-02-10,2013-02-11,5,0,2,20403,6,3,82,230,60,0
880860,103,45,38784,,2013-01-08 16:38:41,0,0,9,1,2013-01-24,2013-01-27,3,1,1,12654,5,2,50,682,91,0
73457,133,20,3392,,2013-01-08 16:38:44,0,1,1,1,2013-06-16,2013-06-21,1,0,1,8746,1,6,105,29,76,0
740608,77,824,15015,5079.7697,2013-01-08 16:38:51,0,0,0,1,2013-05-05,2013-05-11,4,0,2,13094,3,2,50,212,84,0
232282,66,448,17704,,2013-01-08 16:38:59,1,0,9,1,2013-07-28,2013-08-04,2,2,1,8791,1,4,8,110,66,0
573744,66,348,39837,486.4424,2013-01-08 16:39:00,0,0,9,2,2013-01-24,2013-01-26,1,0,1,8274,1,2,50,684,28,0
914600,66,246,36234,,2013-01-08 16:39:05,0,0,9,1,2013-04-20,2013-04-25,1,0,1,8224,1,6,135,278,42,0
667344,66,220,34077,67.0986,2013-01-08 16:39:23,0,0,3,2,2013-01-19,2013-01-21,2,1,1,13443,4,2,50,682,34,0
452284,119,0,27731,,2013-01-08 16:39:25,0,0,9,1,2013-01-12,2013-01-13,1,0,1,6573,6,3,171,61,11,0
887190,154,196,38140,,2013-01-08 16:39:25,0,0,9,1,2013-02-16,2013-02-24,1,1,1,8216,1,2,50,350,42,0
755240,69,692,31299,,2013-01-08 16:39:26,0,1,0,1,,,2,0,1,23988,1,6,105,1837,3,0
966608,205,155,14703,995.427,2013-01-08 16:39:27,0,0,9,5,2013-01-16,2013-01-17,1,0,1,8250,1,2,50,628,88,0
1039631,0,232,52485,,2013-01-08 16:39:48,1,0,9,1,2013-03-04,2013-03-07,4,1,2,20456,1,3,104,60,57,0
91612,205,354,40193,37.6101,2013-01-08 16:39:49,0,0,9,1,2013-02-02,2013-02-03,2,2,1,14875,1,2,198,750,96,0
183160,66,348,49455,13.7205,2013-01-08 16:39:50,0,0,9,2,2013-01-19,2013-01-20,1,0,1,7635,3,2,50,675,41,0
348154,66,314,43382,931.2161,2013-01-08 16:39:56,0,1,1,1,2013-01-17,2013-01-22,2,0,1,6446,1,4,128,195,75,0
626040,66,311,6120,,2013-01-08 16:39:56,0,0,3,2,2013-01-19,2013-01-20,2,0,1,45631,6,2,50,675,70,0
166032,205,385,49569,1413.7809,2013-01-08 16:39:59,0,0,9,2,2013-03-01,2013-03-02,2,1,1,8260,1,2,50,701,68,0
1070651,66,174,24889,190.8379,2013-01-08 16:40:16,0,0,9,1,2013-02-09,2013-02-10,6,0,3,11835,1,2,50,633,54,1
630832,66,351,10308,1823.5567,2013-01-08 16:40:16,0,1,9,1,2013-02-23,2013-02-27,2,0,1,8250,1,2,50,628,79,1
1144729,66,288,51741,,2013-01-08 16:40:18,0,1,9,2,2013-05-29,2013-06-01,1,1,1,8267,1,2,50,675,69,0
1115378,66,294,51105,,2013-01-08 16:40:23,0,0,9,1,2013-01-09,2013-01-10,1,0,1,7778,3,2,50,409,94,0
494857,66,293,21254,4229.6722,2013-01-08 16:40:24,0,1,9,2,2013-03-25,2013-04-05,2,2,1,8255,1,6,77,20,46,0
565242,69,857,33705,,2013-01-08 16:40:27,0,1,0,1,2013-02-16,2013-02-23,2,2,1,8254,1,2,50,365,6,0
705036,68,480,25540,,2013-01-08 16:40:30,0,0,1,1,2013-01-19,2013-01-20,2,1,1,8808,1,6,169,28,46,0
188419,66,220,5686,145.3486,2013-01-08 16:40:32,1,0,0,1,2013-03-01,2013-03-03,2,0,1,11854,1,2,50,700,91,0
904547,66,447,902,4711.1693,2013-01-08 16:40:38,0,0,9,3,2013-03-24,2013-03-31,2,0,1,11917,1,0,140,59,92,0
981538,0,252,23399,,2013-01-08 16:40:38,0,0,1,3,2013-01-13,2013-01-16,1,0,1,20525,1,3,104,76,46,0
598688,55,23,47551,,2013-01-08 16:40:43,1,0,9,1,2013-01-09,2013-01-10,2,0,1,19520,1,6,77,154,85,1
420986,66,260,538,736.0194,2013-01-08 16:40:56,0,0,0,1,2013-03-08,2013-03-16,2,0,1,15093,1,2,50,679,77,0
1168571,3,50,5703,,2013-01-08 16:40:59,0,0,9,1,2013-01-14,2013-01-16,2,1,1,20225,6,3,182,46,29,0
553882,66,174,6988,1995.4726,2013-01-08 16:41:02,0,1,9,1,2013-05-01,2013-05-04,2,0,1,11993,1,2,50,438,42,0
705036,68,480,25540,,2013-01-08 16:41:04,0,0,1,3,2013-01-12,2013-01-13,2,1,1,8808,1,6,169,28,46,0
188419,66,220,5686,142.7312,2013-01-08 16:41:07,1,0,0,5,2013-03-01,2013-03-03,2,0,1,11854,1,2,50,700,91,0
324529,66,246,50661,2397.5847,2013-01-08 16:41:25,0,0,9,1,2013-01-09,2013-01-10,1,0,1,8279,1,2,50,1230,19,0
1049793,66,331,32688,,2013-01-08 16:41:30,1,1,9,2,2013-04-10,2013-04-15,2,0,1,8267,1,2,50,675,98,0
318201,66,174,20390,254.1252,2013-01-08 16:41:30,0,0,0,5,2013-01-08,2013-01-15,2,0,1,8250,1,2,50,628,54,0
195260,66,174,2141,92.3807,2013-01-08 16:41:36,0,0,9,1,2013-01-10,2013-01-11,2,0,1,8279,1,2,50,1230,83,1
347810,205,155,6802,1231.805,2013-01-08 16:41:57,0,0,9,1,2013-03-07,2013-03-13,2,0,1,12256,6,2,50,659,94,0
281799,66,348,30423,,2013-01-08 16:41:59,0,1,9,1,2013-01-17,2013-01-20,2,1,1,8268,1,2,50,682,31,0
232282,66,448,17704,,2013-01-08 16:42:06,1,1,9,2,2013-07-28,2013-08-04,2,2,1,8791,1,4,8,110,65,0
1166049,66,174,37037,2269.5192,2013-01-08 16:42:11,0,0,0,3,2013-01-28,2013-01-30,1,0,1,12278,6,2,50,191,72,0
215838,77,824,15015,1954.6385,2013-01-08 16:42:17,0,1,9,1,2013-07-24,2013-07-31,2,2,1,20014,6,0,87,58,62,0
667344,66,220,34077,65.9268,2013-01-08 16:42:23,0,0,3,1,2013-01-19,2013-01-21,2,1,1,13443,4,2,50,682,84,0
122880,66,462,49272,875.3685,2013-01-08 16:42:34,0,1,9,3,2013-03-20,2013-03-24,2,0,1,8250,1,2,50,628,54,0
652625,205,385,41066,3218.9469,2013-01-08 16:42:40,0,0,0,2,2013-04-16,2013-04-29,1,0,1,23482,6,6,70,19,70,0
480116,205,354,10837,312.2261,2013-01-08 16:42:41,0,0,9,1,2013-03-11,2013-03-14,2,0,1,8811,1,2,198,391,9,0
748584,205,155,22091,5352.6813,2013-01-08 16:42:53,0,0,9,1,2013-03-29,2013-04-01,2,0,1,8862,1,6,204,1466,75,0
767309,205,354,48951,6540.2754,2013-01-08 16:42:54,0,0,5,1,2013-02-18,2013-02-21,2,1,1,8156,3,5,202,171,64,0
167110,205,385,27578,,2013-01-08 16:42:55,0,0,9,2,2013-02-05,2013-02-14,1,0,1,12548,5,2,50,212,84,0
748584,205,155,22091,5352.6395,2013-01-08 16:43:02,0,0,9,2,2013-03-29,2013-04-01,2,0,1,8862,1,6,204,1466,99,0
1164384,66,346,31371,2029.5537,2013-01-08 16:43:03,0,0,4,3,2013-06-07,2013-06-08,2,0,1,13441,4,2,50,682,23,0
516976,23,48,4924,,2013-01-08 16:43:08,0,0,9,2,2013-05-17,2013-05-19,2,1,1,31739,4,3,106,108,36,0
914600,66,246,36234,,2013-01-08 16:43:09,0,0,9,1,2013-04-20,2013-04-25,1,0,1,8224,1,6,135,278,10,0
838011,66,356,28014,637.144,2013-01-08 16:43:10,0,0,9,2,2013-02-27,2013-03-04,2,0,1,12206,6,2,50,628,45,0
788199,66,348,31204,,2013-01-08 16:43:11,0,0,9,1,2013-01-09,2013-01-10,1,0,1,45327,6,2,50,675,94,1
796157,69,571,25292,,2013-01-08 16:43:14,0,0,1,1,2013-04-17,2013-04-18,2,0,1,20813,6,6,70,312,82,0
565242,69,857,33705,,2013-01-08 16:43:17,0,1,0,2,2013-02-16,2013-02-23,2,2,1,8254,1,2,50,365,72,0
715311,66,174,21092,2169.306,2013-01-08 16:43:17,1,1,0,3,2013-01-24,2013-01-26,2,0,1,8268,1,2,50,682,33,0
690957,1,318,2096,514.9898,2013-01-08 16:43:20,0,1,9,2,2013-02-03,2013-02-06,2,0,1,8213,1,6,68,275,61,0
425877,66,346,12236,343.4596,2013-01-08 16:43:37,0,0,0,2,2013-01-11,2013-01-13,2,0,1,8250,1,2,50,628,49,0
578483,205,385,38093,8359.5839,2013-01-08 16:43:38,0,0,0,2,2013-01-25,2013-02-04,1,0,1,1398,3,3,141,1240,58,0
1049793,66,331,32688,,2013-01-08 16:43:43,1,1,9,4,2013-04-10,2013-04-15,2,0,1,8267,1,2,50,675,41,0
1080453,69,560,4288,,2013-01-08 16:43:44,0,0,9,1,2013-07-17,2013-07-22,2,0,1,12576,5,2,50,675,98,0
78719,66,311,577,,2013-01-08 16:43:45,0,0,9,1,2013-01-27,2013-01-29,1,1,1,20324,6,3,126,232,99,0
1185099,66,348,49449,,2013-01-08 16:44:01,0,0,9,2,2013-01-12,2013-01-17,3,0,1,8245,1,6,22,245,5,0
167110,205,385,27578,,2013-01-08 16:44:02,0,0,9,4,2013-02-05,2013-02-14,1,0,1,12548,5,2,50,212,56,0
650063,66,246,48936,117.8736,2013-01-08 16:44:03,0,0,9,1,2013-01-11,2013-01-12,1,0,1,12548,5,2,50,212,33,0
597924,195,991,22648,,2013-01-08 16:44:04,0,0,5,1,2013-07-29,2013-08-02,2,0,1,468,1,3,48,153,64,0
368847,69,585,40970,,2013-01-08 16:44:24,1,0,1,1,2013-01-11,2013-01-13,2,1,1,944,3,6,70,19,21,1
444782,69,761,41949,,2013-01-08 16:44:35,0,1,9,3,2013-09-10,2013-09-15,2,0,1,7635,3,2,50,675,41,0
796157,69,571,25292,,2013-01-08 16:44:35,0,0,1,1,2013-04-17,2013-04-18,2,0,1,20813,6,6,70,312,82,0
1069431,77,977,12069,3968.6695,2013-01-08 16:44:40,0,0,9,2,2013-07-14,2013-07-15,2,1,1,8803,1,3,151,69,99,0
924744,66,462,49272,5420.6098,2013-01-08 16:44:45,0,0,9,1,2013-07-11,2013-07-12,2,1,1,8788,1,6,77,2,58,0
292216,66,174,24103,226.4659,2013-01-08 16:44:46,0,0,9,1,2013-01-31,2013-02-01,1,0,1,8250,1,2,50,628,84,0
179298,205,354,54585,1976.8372,2013-01-08 16:44:55,0,1,9,7,2013-02-07,2013-02-11,2,0,1,12206,6,2,50,628,45,0
228165,66,174,9444,3225.9831,2013-01-08 16:45:17,0,1,3,2,2013-06-24,2013-07-02,2,2,1,11439,1,4,163,1503,52,0
1080453,69,560,4288,,2013-01-08 16:45:23,0,0,9,1,2013-07-17,2013-07-22,2,0,1,12576,5,2,50,675,68,0
1194926,3,64,3169,,2013-01-08 16:45:24,1,0,5,2,2013-02-22,2013-02-26,2,0,1,8788,1,6,77,2,29,0
840844,66,220,12647,112.4407,2013-01-08 16:45:26,0,0,9,1,2013-02-02,2013-02-03,2,0,1,14984,1,2,50,1457,80,0
884031,66,337,22686,,2013-01-08 16:45:39,1,0,9,1,2013-02-20,2013-02-24,2,0,1,11372,1,4,121,199,73,0
1124158,66,448,25538,79.5771,2013-01-08 16:45:48,1,0,9,2,2013-01-18,2013-01-21,2,0,1,25315,1,2,50,452,48,0
565210,66,462,49272,980.3484,2013-01-08 16:46:04,0,0,9,1,2013-07-07,2013-07-09,2,2,1,12175,6,2,50,366,77,0
1172439,66,447,2966,31.6966,2013-01-08 16:46:19,0,0,9,1,2013-01-12,2013-01-13,2,0,1,24846,6,2,50,661,6,0
138688,205,411,54864,1685.3288,2013-01-08 16:46:20,0,0,9,2,2013-03-30,2013-04-05,2,2,1,12281,6,2,50,191,95,0
694137,69,761,41949,,2013-01-08 16:46:22,0,1,0,3,2013-06-05,2013-06-12,2,0,1,15015,1,6,77,1440,29,0
719627,66,184,11740,826.5965,2013-01-08 16:46:35,0,0,9,1,2013-01-28,2013-02-01,1,0,1,8277,1,2,50,412,9,0
1082468,69,696,46027,,2013-01-08 16:46:40,0,0,4,1,2013-08-02,2013-08-03,2,1,1,8263,1,6,17,23,20,0
502479,205,354,25315,1648.222,2013-01-08 16:46:47,0,1,9,1,2013-01-18,2013-01-25,2,0,1,5405,6,4,8,126,31,0
1168017,3,65,35087,,2013-01-08 16:46:48,0,0,9,1,2013-01-26,2013-01-30,2,0,1,8260,1,2,50,701,92,0
756142,66,321,38309,,2013-01-08 16:46:48,0,1,0,2,2013-01-26,2013-01-30,3,0,1,9600,1,4,32,1411,93,0
924744,66,462,49272,5419.4204,2013-01-08 16:46:51,0,0,9,1,2013-07-11,2013-07-12,2,1,1,8788,1,6,77,2,95,0
136945,66,220,8159,17.8342,2013-01-08 16:46:53,1,0,9,2,2013-04-05,2013-04-07,1,0,1,8260,1,2,50,701,21,0
65026,66,258,4687,664.5309,2013-01-08 16:47:04,0,0,9,2,2013-01-11,2013-01-13,1,0,1,25800,6,2,50,696,95,0
320096,66,184,27733,1536.6167,2013-01-08 16:47:15,1,1,9,3,2013-03-18,2013-03-22,2,0,1,8268,1,2,50,682,18,0
192913,66,220,8159,2584.196,2013-01-08 16:47:16,1,0,9,7,2013-02-02,2013-02-04,2,0,1,8279,1,2,50,1230,49,0
903737,66,448,14052,2338.1803,2013-01-08 16:47:20,0,0,0,1,2013-02-23,2013-02-28,2,0,1,8278,1,2,50,368,13,0
65026,66,258,4687,664.2013,2013-01-08 16:47:27,0,0,9,2,2013-01-11,2013-01-13,1,0,1,25800,6,2,50,696,21,0
1082468,69,696,46027,,2013-01-08 16:47:31,0,0,4,1,2013-08-02,2013-08-03,2,1,1,8263,1,6,17,23,20,1
1034446,66,348,48862,2210.9014,2013-01-08 16:47:35,0,0,9,1,2013-03-25,2013-03-29,2,0,1,22391,1,4,146,1547,65,0
150915,69,664,35464,,2013-01-08 16:47:36,0,0,4,5,2013-04-15,2013-04-21,2,0,1,46976,3,3,48,153,8,0
1168017,3,65,35087,,2013-01-08 16:47:38,0,0,9,1,2013-01-26,2013-01-30,2,0,1,8260,1,2,50,701,92,0
925534,205,354,11747,154.1966,2013-01-08 16:47:45,0,0,9,1,2013-01-08,2013-01-09,3,0,3,25928,1,2,198,379,60,0
122038,66,258,13134,4522.976,2013-01-08 16:47:47,0,0,1,1,2013-05-23,2013-05-24,3,1,1,17459,5,6,144,24,46,0
977980,46,171,40061,322.9448,2013-01-08 16:47:47,0,0,1,1,2013-02-12,2013-02-15,2,0,1,8745,1,6,204,27,44,0
80320,66,174,39024,3601.1453,2013-01-08 16:47:56,0,1,9,2,2013-01-10,2013-01-15,2,0,1,8814,1,4,51,197,17,0
859855,66,260,19022,13.8849,2013-01-08 16:47:57,0,0,0,2,2013-01-10,2013-01-11,2,0,1,5241,3,2,50,643,48,0
387737,205,354,49492,829.0704,2013-01-08 16:48:03,0,0,9,4,2013-02-01,2013-02-02,2,2,1,26053,6,2,50,1235,51,0
662358,66,448,15720,,2013-01-08 16:48:08,0,0,1,1,2013-03-02,2013-03-06,3,0,1,8785,1,6,105,35,99,0
614592,205,385,1347,1258.3581,2013-01-08 16:48:14,0,0,2,2,2013-03-03,2013-03-10,3,4,2,8268,1,2,50,682,50,0
1086858,52,48,26333,,2013-01-08 16:48:19,0,0,9,3,2013-06-19,2013-06-21,1,0,1,31194,4,6,144,15,59,0
662358,66,448,15720,,2013-01-08 16:48:36,0,0,1,2,2013-03-02,2013-03-06,3,0,1,8785,1,6,105,35,64,0
453545,46,244,33092,,2013-01-08 16:48:37,0,1,9,6,2013-01-17,2013-01-19,2,0,1,8745,1,6,204,27,17,0
924744,66,462,49272,5418.7878,2013-01-08 16:48:38,0,0,9,1,2013-07-11,2013-07-12,2,1,1,8788,1,6,77,2,90,0
613602,66,174,42858,5164.4848,2013-01-08 16:48:39,0,0,9,2,2013-04-22,2013-04-27,2,0,1,51385,6,6,31,155,41,0
677056,66,356,22202,1014.3705,2013-01-08 16:48:42,0,0,9,3,2013-03-27,2013-03-30,2,2,1,8272,1,2,50,659,0,0
425877,66,346,12236,343.3146,2013-01-08 16:48:44,0,0,0,1,2013-01-11,2013-01-13,2,0,1,8250,1,2,50,628,54,0
865419,205,354,21728,103.4447,2013-01-08 16:48:46,0,0,9,2,2013-01-11,2013-01-12,4,0,1,8262,1,2,198,384,91,0
767309,205,354,48951,6540.3133,2013-01-08 16:48:48,0,0,5,1,2013-02-18,2013-02-21,2,1,1,8156,3,5,202,171,38,0
646967,66,321,42936,,2013-01-08 16:48:50,0,0,1,1,2013-01-11,2013-01-12,2,0,1,27502,6,2,50,1305,7,1
571464,66,337,3804,963.9569,2013-01-08 16:49:02,0,0,2,2,2013-02-15,2013-02-24,1,0,1,17672,6,2,50,682,34,0
267395,66,149,20498,1825.0544,2013-01-08 16:49:03,0,1,0,2,2013-06-07,2013-06-13,2,0,1,11439,1,4,163,1503,66,0
1167021,3,50,5703,,2013-01-08 16:49:06,0,0,1,1,2013-03-07,2013-03-12,2,0,2,8796,1,3,104,1003,46,0
642676,66,448,31799,1211.4128,2013-01-08 16:49:18,0,1,0,1,2013-02-15,2013-02-22,2,0,1,8791,1,4,8,110,68,0
886150,66,363,47865,4805.1266,2013-01-08 16:49:20,0,0,9,1,2013-03-06,2013-03-08,1,0,1,10907,3,4,196,2031,8,0
170266,66,318,29466,1609.3688,2013-01-08 16:49:23,0,1,3,1,2013-03-29,2013-04-02,2,2,1,11923,1,4,80,204,22,0
258411,66,332,55121,1528.5082,2013-01-08 16:49:26,0,1,1,1,2013-04-28,2013-05-05,3,1,1,8268,1,2,50,682,39,0
453545,46,244,33092,,2013-01-08 16:49:38,0,1,9,14,2013-01-17,2013-01-19,2,0,1,8745,1,6,204,27,61,0
37158,205,354,43201,1713.7088,2013-01-08 16:49:40,0,1,0,2,2013-02-12,2013-02-16,2,2,1,25944,6,2,198,370,55,0
830520,66,174,42837,214.0151,2013-01-08 16:49:40,0,0,3,2,2013-01-28,2013-01-31,1,0,1,8250,1,2,50,628,24,0
785072,46,245,37877,464.5063,2013-01-08 16:49:43,0,1,9,1,2013-04-26,2013-04-29,2,0,1,8745,1,6,204,27,53,1
527508,154,535,35261,,2013-01-08 16:49:57,0,0,1,1,2013-01-12,2013-01-18,2,0,1,1532,1,4,119,2068,61,1
368084,66,348,48862,1095.0106,2013-01-08 16:50:03,0,1,2,5,2013-03-03,2013-03-07,4,0,1,44045,3,2,50,701,70,0
1043385,66,333,20294,1550.3811,2013-01-08 16:50:10,0,1,0,1,2013-02-10,2013-02-15,2,0,1,11938,1,4,8,126,66,0
523349,66,174,40365,6445.0546,2013-01-08 16:50:11,0,0,9,1,2013-01-29,2013-01-31,4,1,3,8815,1,4,196,2034,29,0
1188679,3,77,55529,,2013-01-08 16:50:11,0,0,7,1,2013-08-10,2013-08-12,2,0,1,8213,1,6,68,275,99,0
1161311,3,60,4699,,2013-01-08 16:50:24,0,0,9,5,2013-05-01,2013-05-06,2,0,1,669,3,2,50,212,0,0
1185099,66,348,49449,,2013-01-08 16:50:30,0,0,9,1,2013-01-12,2013-01-17,3,0,1,8245,1,6,22,245,78,0
895814,66,442,28620,769.3748,2013-01-08 16:50:36,0,0,9,1,2013-01-25,2013-01-27,2,0,1,12452,5,2,50,656,95,1
1188679,3,77,55529,,2013-01-08 16:50:42,0,0,7,2,2013-06-03,2013-06-04,2,0,1,8213,1,6,68,275,99,0
1161311,3,60,4699,,2013-01-08 16:50:45,0,0,9,5,2013-05-01,2013-05-06,2,0,1,669,3,2,50,212,0,0
50323,66,174,54108,2590.242,2013-01-08 16:50:53,0,0,1,2,2013-03-28,2013-03-30,2,2,1,8223,1,2,50,690,68,0
1167021,3,50,5703,,2013-01-08 16:50:57,0,0,1,1,2013-03-07,2013-03-12,2,0,2,8796,1,3,104,1003,64,0
421444,66,311,46756,,2013-01-08 16:51:01,0,1,9,1,2013-03-18,2013-03-25,1,1,1,11565,1,4,32,1505,67,1
522437,66,448,2882,1720.7515,2013-01-08 16:51:04,0,1,9,1,2013-02-20,2013-02-21,2,0,1,51340,1,2,50,539,16,0
545719,205,354,25315,6716.2419,2013-01-08 16:51:06,0,0,9,1,2013-02-04,2013-02-05,1,0,1,1366,3,4,98,2055,36,0
126522,66,442,35390,7212.9597,2013-01-08 16:51:11,0,1,9,3,2013-01-16,2013-01-17,2,1,1,8221,1,3,99,47,89,0
705132,77,520,5141,,2013-01-08 16:51:13,0,0,1,1,2013-07-01,2013-07-07,2,2,1,20017,6,0,87,58,40,0
1034784,66,348,53377,1572.7803,2013-01-08 16:51:16,0,0,0,2,2013-01-17,2013-01-21,1,0,1,8816,1,4,163,1935,76,0
420986,66,260,538,738.1906,2013-01-08 16:51:27,0,0,0,2,2013-03-08,2013-03-16,2,0,1,15093,1,2,50,679,50,0
924744,66,462,49272,5420.0112,2013-01-08 16:51:28,0,0,9,1,2013-07-11,2013-07-12,2,1,1,8788,1,6,77,2,9,0
122038,66,258,13134,4526.4471,2013-01-08 16:51:28,0,0,1,2,2013-05-23,2013-05-24,3,1,1,17459,5,6,144,24,30,0
1061093,205,354,25315,1686.6516,2013-01-08 16:51:32,0,0,9,1,2013-02-24,2013-03-01,2,0,1,11923,1,4,80,204,26,0
972451,205,343,12170,3035.2297,2013-01-08 16:51:37,1,0,2,4,,,2,0,1,8745,1,6,204,27,41,0
1108472,66,462,27117,2686.8717,2013-01-08 16:51:39,0,0,9,2,2013-02-01,2013-02-08,1,0,1,8791,1,4,8,110,52,0
1179353,3,50,5703,,2013-01-08 16:51:41,0,0,0,1,2013-01-19,2013-01-21,2,0,1,19940,6,3,99,88,82,0
550231,66,174,11491,348.9112,2013-01-08 16:51:45,0,1,2,3,2013-01-18,2013-01-20,1,0,1,12217,6,2,50,365,23,0
1167021,3,50,5703,,2013-01-08 16:51:47,0,0,1,1,2013-03-07,2013-03-12,2,0,2,8796,1,3,104,1003,46,0
840844,66,220,12647,32.8338,2013-01-08 16:51:49,0,0,9,1,2013-01-26,2013-01-27,2,0,1,11621,1,2,50,703,37,0
1129703,205,135,36086,173.0483,2013-01-08 16:51:52,0,0,9,1,2013-01-12,2013-01-13,2,0,1,8798,1,2,198,374,49,0
683802,66,258,21413,1440.4006,2013-01-08 16:51:54,0,1,9,1,2013-03-22,2013-03-22,2,3,1,8791,1,4,8,110,89,0
1096827,133,20,16955,,2013-01-08 16:52:01,0,0,1,1,2013-04-18,2013-04-20,2,1,1,5785,6,3,151,1189,43,0
75518,205,155,5314,125.6797,2013-01-08 16:52:03,1,0,9,2,2013-01-10,2013-01-11,2,1,1,1882,3,2,198,1668,30,0
258411,66,332,55121,1526.7879,2013-01-08 16:52:14,0,1,1,1,2013-04-28,2013-05-05,3,1,1,8268,1,2,50,682,48,0
314705,205,385,4477,,2013-01-08 16:52:14,0,1,9,1,2013-02-12,2013-02-26,1,0,1,12188,6,4,8,110,83,0
453545,46,244,33092,,2013-01-08 16:52:17,0,1,9,4,2013-01-17,2013-01-19,2,0,1,8745,1,6,204,27,8,0
613602,66,174,42858,5164.7108,2013-01-08 16:52:21,0,0,9,2,2013-04-22,2013-04-27,2,0,1,51385,6,6,31,155,5,0
1196883,66,335,13894,1821.8913,2013-01-08 16:52:27,0,1,9,1,2013-04-13,2013-04-20,2,0,1,11938,1,4,8,126,65,0
1123397,66,220,18876,100.3344,2013-01-08 16:52:28,0,0,0,1,2013-02-14,2013-02-16,2,0,1,17911,4,2,50,682,5,0
1179353,3,50,5703,,2013-01-08 16:52:38,0,0,0,4,2013-01-19,2013-01-21,2,0,1,19940,6,3,99,88,81,0
578483,205,385,38093,8360.6773,2013-01-08 16:52:46,0,0,0,3,2013-01-25,2013-02-04,1,0,1,1398,3,3,141,1240,85,0
674410,66,348,20093,2239.3052,2013-01-08 16:52:46,1,0,9,2,2013-01-29,2013-01-31,1,0,1,12206,6,2,50,628,1,0
75518,205,155,5314,126.9607,2013-01-08 16:52:58,1,0,9,2,2013-01-10,2013-01-11,2,1,1,1882,3,2,198,1668,7,0
1159395,46,172,53777,,2013-01-08 16:53:00,0,1,9,1,2013-02-09,2013-02-12,2,2,2,8253,1,6,70,19,33,0
73607,205,354,40193,239.1296,2013-01-08 16:53:01,0,0,9,2,2013-01-23,2013-01-25,1,0,1,25954,6,2,198,390,18,0
1129703,205,135,36086,173.0483,2013-01-08 16:53:02,0,0,9,1,2013-01-12,2013-01-13,2,0,1,8798,1,2,198,374,49,1
473124,66,220,2086,4573.6958,2013-01-08 16:53:05,0,0,1,10,2013-09-12,2013-09-15,2,0,1,12253,6,6,204,27,25,0
1161311,3,60,4699,,2013-01-08 16:53:10,0,0,9,3,2013-05-01,2013-05-06,2,0,1,669,3,2,50,212,96,0
444782,69,761,41949,,2013-01-08 16:53:10,0,1,9,1,2013-09-10,2013-09-15,2,0,1,7635,3,2,50,675,70,0
35886,205,385,46934,,2013-01-08 16:53:18,0,1,9,2,2013-02-28,2013-03-07,2,0,1,8864,1,4,47,1508,89,0
179175,205,135,27655,2025.3428,2013-01-08 16:53:27,1,0,9,1,2013-05-03,2013-05-07,2,0,1,45629,6,2,50,675,10,0
683802,66,258,21413,1444.9843,2013-01-08 16:53:27,0,1,9,2,2013-03-22,2013-03-22,2,3,1,8791,1,4,8,110,52,0
606638,66,346,31371,1.0293,2013-01-08 16:53:31,0,0,9,1,2013-01-09,2013-01-11,1,0,1,12206,6,2,50,628,1,0
1179353,3,50,5703,,2013-01-08 16:53:34,0,0,0,1,2013-01-19,2013-01-21,2,0,1,19940,6,3,99,88,11,0
557843,205,155,14703,5131.2956,2013-01-08 16:53:39,0,0,9,1,2013-06-15,2013-06-18,2,0,1,18652,6,6,169,28,62,0
613602,66,174,42858,5164.5226,2013-01-08 16:53:43,0,0,9,1,2013-04-22,2013-04-27,2,0,1,51385,6,6,31,155,11,0
1196883,66,335,13894,1827.9516,2013-01-08 16:53:57,0,1,9,1,2013-04-13,2013-04-20,2,0,1,11938,1,4,8,126,65,0
793659,66,337,55182,9420.0962,2013-01-08 16:53:57,0,0,1,5,2013-01-27,2013-02-01,2,0,1,8803,1,3,151,69,46,0
1002836,66,348,9731,,2013-01-08 16:54:33,0,0,9,1,2013-03-18,2013-03-25,2,4,2,8859,1,2,50,212,26,0
754651,66,174,40035,110.1465,2013-01-08 16:54:41,0,0,1,1,2013-01-20,2013-01-21,2,0,1,28748,4,2,50,352,99,0
793659,66,337,55182,9420.614,2013-01-08 16:54:43,0,0,1,1,2013-01-27,2013-02-01,2,0,1,8803,1,3,151,69,46,0
557843,205,155,14703,5131.2652,2013-01-08 16:54:43,0,0,9,1,2013-06-15,2013-06-18,2,0,1,18652,6,6,169,28,62,0
1172840,66,311,37484,1711.6574,2013-01-08 16:54:48,1,1,9,1,2013-04-14,2013-04-18,2,0,1,28461,6,4,32,1411,26,0
